sample_id,patient,sample_origin,analysis_group,gene,count_sum,positive_cells,cell_count,total_umi
p008t,p008,Tumor,Vascular,PDPN,0,0,158,1223343.0
p008t,p008,Tumor,Vascular,PECAM1,2234,109,158,1223343.0
p008t,p008,Tumor,Vascular,POSTN,1330,66,158,1223343.0
p008t,p008,Tumor,Vascular,PTPRC,19,8,158,1223343.0
p008t,p008,Tumor,Vascular,TAGLN,1493,78,158,1223343.0
p008t,p008,Tumor,Vascular,TGFB1,131,75,158,1223343.0
p008t,p008,Tumor,Vascular,THY1,541,61,158,1223343.0
p008t,p008,Tumor,Vascular,VWF,3677,105,158,1223343.0
p008t,p008,Tumor,Vascular,WNT2,1,1,158,1223343.0
p008t,p008,Tumor,Vascular,WNT5A,14,9,158,1223343.0
p009n1,p009,Normal,CAF_like,ACTA2,281,12,19,75480.0
p009n1,p009,Normal,CAF_like,CLDN1,1,1,19,75480.0
p009n1,p009,Normal,CAF_like,CLDN2,0,0,19,75480.0
p009n1,p009,Normal,CAF_like,CLDN4,3,3,19,75480.0
p009n1,p009,Normal,CAF_like,CLDN7,0,0,19,75480.0
p009n1,p009,Normal,CAF_like,COL1A1,135,10,19,75480.0
p009n1,p009,Normal,CAF_like,COL1A2,273,11,19,75480.0
p009n1,p009,Normal,CAF_like,COL3A1,226,9,19,75480.0
p009n1,p009,Normal,CAF_like,CXCL12,3,2,19,75480.0
p009n1,p009,Normal,CAF_like,EPCAM,3,3,19,75480.0
p009n1,p009,Normal,CAF_like,FAP,0,0,19,75480.0
p009n1,p009,Normal,CAF_like,FN1,267,12,19,75480.0
p009n1,p009,Normal,CAF_like,INHBA,0,0,19,75480.0
p009n1,p009,Normal,CAF_like,KRT19,16,4,19,75480.0
p009n1,p009,Normal,CAF_like,MMP2,41,8,19,75480.0
p009n1,p009,Normal,CAF_like,MMP9,0,0,19,75480.0
p009n1,p009,Normal,CAF_like,PDPN,1,1,19,75480.0
p009n1,p009,Normal,CAF_like,PECAM1,0,0,19,75480.0
p009n1,p009,Normal,CAF_like,POSTN,10,3,19,75480.0
p009n1,p009,Normal,CAF_like,PTPRC,0,0,19,75480.0
p009n1,p009,Normal,CAF_like,TAGLN,249,12,19,75480.0
p009n1,p009,Normal,CAF_like,TGFB1,3,2,19,75480.0
p009n1,p009,Normal,CAF_like,THY1,36,8,19,75480.0
p009n1,p009,Normal,CAF_like,VWF,0,0,19,75480.0
p009n1,p009,Normal,CAF_like,WNT2,0,0,19,75480.0
p009n1,p009,Normal,CAF_like,WNT5A,1,1,19,75480.0
p009n1,p009,Normal,Epithelial,ACTA2,31,30,2303,10856809.0
p009n1,p009,Normal,Epithelial,CLDN1,20,18,2303,10856809.0
p009n1,p009,Normal,Epithelial,CLDN2,6,5,2303,10856809.0
p009n1,p009,Normal,Epithelial,CLDN4,19142,2125,2303,10856809.0
p009n1,p009,Normal,Epithelial,CLDN7,437,372,2303,10856809.0
p009n1,p009,Normal,Epithelial,COL1A1,48,46,2303,10856809.0
p009n1,p009,Normal,Epithelial,COL1A2,5,5,2303,10856809.0
p009n1,p009,Normal,Epithelial,COL3A1,8,8,2303,10856809.0
p009n1,p009,Normal,Epithelial,CXCL12,5,5,2303,10856809.0
p009n1,p009,Normal,Epithelial,EPCAM,13436,2011,2303,10856809.0
p009n1,p009,Normal,Epithelial,FAP,5,2,2303,10856809.0
p009n1,p009,Normal,Epithelial,FN1,17,14,2303,10856809.0
p009n1,p009,Normal,Epithelial,INHBA,0,0,2303,10856809.0
p009n1,p009,Normal,Epithelial,KRT19,44565,2101,2303,10856809.0
p009n1,p009,Normal,Epithelial,MMP2,1,1,2303,10856809.0
p009n1,p009,Normal,Epithelial,MMP9,2,1,2303,10856809.0
p009n1,p009,Normal,Epithelial,PDPN,0,0,2303,10856809.0
p009n1,p009,Normal,Epithelial,PECAM1,6,4,2303,10856809.0
p009n1,p009,Normal,Epithelial,POSTN,1,1,2303,10856809.0
p009n1,p009,Normal,Epithelial,PTPRC,62,38,2303,10856809.0
p009n1,p009,Normal,Epithelial,TAGLN,231,193,2303,10856809.0
p009n1,p009,Normal,Epithelial,TGFB1,36,31,2303,10856809.0
p009n1,p009,Normal,Epithelial,THY1,0,0,2303,10856809.0
p009n1,p009,Normal,Epithelial,VWF,0,0,2303,10856809.0
p009n1,p009,Normal,Epithelial,WNT2,0,0,2303,10856809.0
p009n1,p009,Normal,Epithelial,WNT5A,9,8,2303,10856809.0
p009n1,p009,Normal,Immune,ACTA2,14,13,754,6371422.0
p009n1,p009,Normal,Immune,CLDN1,6,5,754,6371422.0
p009n1,p009,Normal,Immune,CLDN2,0,0,754,6371422.0
p009n1,p009,Normal,Immune,CLDN4,253,76,754,6371422.0
p009n1,p009,Normal,Immune,CLDN7,4,4,754,6371422.0
p009n1,p009,Normal,Immune,COL1A1,3,2,754,6371422.0
p009n1,p009,Normal,Immune,COL1A2,4,2,754,6371422.0
p009n1,p009,Normal,Immune,COL3A1,2,2,754,6371422.0
p009n1,p009,Normal,Immune,CXCL12,2,2,754,6371422.0
p009n1,p009,Normal,Immune,EPCAM,184,60,754,6371422.0
p009n1,p009,Normal,Immune,FAP,0,0,754,6371422.0
p009n1,p009,Normal,Immune,FN1,2,2,754,6371422.0
p009n1,p009,Normal,Immune,INHBA,0,0,754,6371422.0
p009n1,p009,Normal,Immune,KRT19,536,128,754,6371422.0
p009n1,p009,Normal,Immune,MMP2,0,0,754,6371422.0
p009n1,p009,Normal,Immune,MMP9,53,3,754,6371422.0
p009n1,p009,Normal,Immune,PDPN,0,0,754,6371422.0
p009n1,p009,Normal,Immune,PECAM1,188,119,754,6371422.0
p009n1,p009,Normal,Immune,POSTN,0,0,754,6371422.0
p009n1,p009,Normal,Immune,PTPRC,1934,525,754,6371422.0
p009n1,p009,Normal,Immune,TAGLN,17,17,754,6371422.0
p009n1,p009,Normal,Immune,TGFB1,214,171,754,6371422.0
p009n1,p009,Normal,Immune,THY1,1,1,754,6371422.0
p009n1,p009,Normal,Immune,VWF,0,0,754,6371422.0
p009n1,p009,Normal,Immune,WNT2,0,0,754,6371422.0
p009n1,p009,Normal,Immune,WNT5A,5,4,754,6371422.0
p009n1,p009,Normal,Other_stromal,ACTA2,0,0,3,6985.0
p009n1,p009,Normal,Other_stromal,CLDN1,0,0,3,6985.0
p009n1,p009,Normal,Other_stromal,CLDN2,0,0,3,6985.0
p009n1,p009,Normal,Other_stromal,CLDN4,0,0,3,6985.0
p009n1,p009,Normal,Other_stromal,CLDN7,0,0,3,6985.0
p009n1,p009,Normal,Other_stromal,COL1A1,17,3,3,6985.0
p009n1,p009,Normal,Other_stromal,COL1A2,10,3,3,6985.0
p009n1,p009,Normal,Other_stromal,COL3A1,2,1,3,6985.0
p009n1,p009,Normal,Other_stromal,CXCL12,0,0,3,6985.0
p009n1,p009,Normal,Other_stromal,EPCAM,0,0,3,6985.0
p009n1,p009,Normal,Other_stromal,FAP,0,0,3,6985.0
p009n1,p009,Normal,Other_stromal,FN1,1,1,3,6985.0
p009n1,p009,Normal,Other_stromal,INHBA,0,0,3,6985.0
p009n1,p009,Normal,Other_stromal,KRT19,1,1,3,6985.0
p009n1,p009,Normal,Other_stromal,MMP2,0,0,3,6985.0
p009n1,p009,Normal,Other_stromal,MMP9,0,0,3,6985.0
p009n1,p009,Normal,Other_stromal,PDPN,0,0,3,6985.0
p009n1,p009,Normal,Other_stromal,PECAM1,0,0,3,6985.0
p009n1,p009,Normal,Other_stromal,POSTN,0,0,3,6985.0
p009n1,p009,Normal,Other_stromal,PTPRC,0,0,3,6985.0
p009n1,p009,Normal,Other_stromal,TAGLN,0,0,3,6985.0
p009n1,p009,Normal,Other_stromal,TGFB1,0,0,3,6985.0
p009n1,p009,Normal,Other_stromal,THY1,0,0,3,6985.0
p009n1,p009,Normal,Other_stromal,VWF,0,0,3,6985.0
p009n1,p009,Normal,Other_stromal,WNT2,0,0,3,6985.0
p009n1,p009,Normal,Other_stromal,WNT5A,0,0,3,6985.0
p009n1,p009,Normal,Vascular,ACTA2,0,0,9,51949.0
p009n1,p009,Normal,Vascular,CLDN1,0,0,9,51949.0
p009n1,p009,Normal,Vascular,CLDN2,0,0,9,51949.0
p009n1,p009,Normal,Vascular,CLDN4,0,0,9,51949.0
p009n1,p009,Normal,Vascular,CLDN7,0,0,9,51949.0
p009n1,p009,Normal,Vascular,COL1A1,0,0,9,51949.0
p009n1,p009,Normal,Vascular,COL1A2,0,0,9,51949.0
p009n1,p009,Normal,Vascular,COL3A1,3,1,9,51949.0
p009n1,p009,Normal,Vascular,CXCL12,3,2,9,51949.0
p009n1,p009,Normal,Vascular,EPCAM,0,0,9,51949.0
p009n1,p009,Normal,Vascular,FAP,0,0,9,51949.0
p009n1,p009,Normal,Vascular,FN1,50,7,9,51949.0
p009n1,p009,Normal,Vascular,INHBA,0,0,9,51949.0
p009n1,p009,Normal,Vascular,KRT19,0,0,9,51949.0
p009n1,p009,Normal,Vascular,MMP2,1,1,9,51949.0
p009n1,p009,Normal,Vascular,MMP9,0,0,9,51949.0
p009n1,p009,Normal,Vascular,PDPN,3,1,9,51949.0
p009n1,p009,Normal,Vascular,PECAM1,49,9,9,51949.0
p009n1,p009,Normal,Vascular,POSTN,53,4,9,51949.0
p009n1,p009,Normal,Vascular,PTPRC,0,0,9,51949.0
p009n1,p009,Normal,Vascular,TAGLN,6,1,9,51949.0
p009n1,p009,Normal,Vascular,TGFB1,3,3,9,51949.0
p009n1,p009,Normal,Vascular,THY1,2,2,9,51949.0
p009n1,p009,Normal,Vascular,VWF,81,7,9,51949.0
p009n1,p009,Normal,Vascular,WNT2,0,0,9,51949.0
p009n1,p009,Normal,Vascular,WNT5A,0,0,9,51949.0
p009n2,p009,Normal,CAF_like,ACTA2,1727,47,72,362594.0
p009n2,p009,Normal,CAF_like,CLDN1,1,1,72,362594.0
p009n2,p009,Normal,CAF_like,CLDN2,0,0,72,362594.0
p009n2,p009,Normal,CAF_like,CLDN4,31,11,72,362594.0
p009n2,p009,Normal,CAF_like,CLDN7,0,0,72,362594.0
p009n2,p009,Normal,CAF_like,COL1A1,397,50,72,362594.0
p009n2,p009,Normal,CAF_like,COL1A2,894,48,72,362594.0
p009n2,p009,Normal,CAF_like,COL3A1,481,46,72,362594.0
p009n2,p009,Normal,CAF_like,CXCL12,23,16,72,362594.0
p009n2,p009,Normal,CAF_like,EPCAM,23,7,72,362594.0
p009n2,p009,Normal,CAF_like,FAP,8,6,72,362594.0
p009n2,p009,Normal,CAF_like,FN1,693,46,72,362594.0
p009n2,p009,Normal,CAF_like,INHBA,0,0,72,362594.0
p009n2,p009,Normal,CAF_like,KRT19,83,14,72,362594.0
p009n2,p009,Normal,CAF_like,MMP2,180,29,72,362594.0
p009n2,p009,Normal,CAF_like,MMP9,0,0,72,362594.0
p009n2,p009,Normal,CAF_like,PDPN,12,9,72,362594.0
p009n2,p009,Normal,CAF_like,PECAM1,0,0,72,362594.0
p009n2,p009,Normal,CAF_like,POSTN,46,4,72,362594.0
p009n2,p009,Normal,CAF_like,PTPRC,0,0,72,362594.0
p009n2,p009,Normal,CAF_like,TAGLN,1788,41,72,362594.0
p009n2,p009,Normal,CAF_like,TGFB1,5,5,72,362594.0
p009n2,p009,Normal,CAF_like,THY1,139,27,72,362594.0
p009n2,p009,Normal,CAF_like,VWF,0,0,72,362594.0
p009n2,p009,Normal,CAF_like,WNT2,0,0,72,362594.0
p009n2,p009,Normal,CAF_like,WNT5A,3,3,72,362594.0
p009n2,p009,Normal,Epithelial,ACTA2,73,69,3332,15127118.0
p009n2,p009,Normal,Epithelial,CLDN1,10,9,3332,15127118.0
p009n2,p009,Normal,Epithelial,CLDN2,3,3,3332,15127118.0
p009n2,p009,Normal,Epithelial,CLDN4,25197,3022,3332,15127118.0
p009n2,p009,Normal,Epithelial,CLDN7,731,605,3332,15127118.0
p009n2,p009,Normal,Epithelial,COL1A1,45,44,3332,15127118.0
p009n2,p009,Normal,Epithelial,COL1A2,20,19,3332,15127118.0
p009n2,p009,Normal,Epithelial,COL3A1,14,13,3332,15127118.0
p009n2,p009,Normal,Epithelial,CXCL12,15,14,3332,15127118.0
p009n2,p009,Normal,Epithelial,EPCAM,19987,2892,3332,15127118.0
p009n2,p009,Normal,Epithelial,FAP,2,2,3332,15127118.0
p009n2,p009,Normal,Epithelial,FN1,28,27,3332,15127118.0
p009n2,p009,Normal,Epithelial,INHBA,0,0,3332,15127118.0
p009n2,p009,Normal,Epithelial,KRT19,64601,3035,3332,15127118.0
p009n2,p009,Normal,Epithelial,MMP2,5,4,3332,15127118.0
p009n2,p009,Normal,Epithelial,MMP9,15,3,3332,15127118.0
p009n2,p009,Normal,Epithelial,PDPN,0,0,3332,15127118.0
p009n2,p009,Normal,Epithelial,PECAM1,29,16,3332,15127118.0
p009n2,p009,Normal,Epithelial,POSTN,4,4,3332,15127118.0
p009n2,p009,Normal,Epithelial,PTPRC,123,41,3332,15127118.0
p009n2,p009,Normal,Epithelial,TAGLN,333,286,3332,15127118.0
p009n2,p009,Normal,Epithelial,TGFB1,36,35,3332,15127118.0
p009n2,p009,Normal,Epithelial,THY1,2,2,3332,15127118.0
p009n2,p009,Normal,Epithelial,VWF,5,3,3332,15127118.0
p009n2,p009,Normal,Epithelial,WNT2,0,0,3332,15127118.0
p009n2,p009,Normal,Epithelial,WNT5A,23,18,3332,15127118.0
p009n2,p009,Normal,Immune,ACTA2,10,9,582,3577277.0
p009n2,p009,Normal,Immune,CLDN1,1,1,582,3577277.0
p009n2,p009,Normal,Immune,CLDN2,0,0,582,3577277.0
p009n2,p009,Normal,Immune,CLDN4,240,57,582,3577277.0
p009n2,p009,Normal,Immune,CLDN7,8,6,582,3577277.0
p009n2,p009,Normal,Immune,COL1A1,4,4,582,3577277.0
p009n2,p009,Normal,Immune,COL1A2,1,1,582,3577277.0
p009n2,p009,Normal,Immune,COL3A1,5,5,582,3577277.0
p009n2,p009,Normal,Immune,CXCL12,0,0,582,3577277.0
p009n2,p009,Normal,Immune,EPCAM,150,49,582,3577277.0
p009n2,p009,Normal,Immune,FAP,0,0,582,3577277.0
p009n2,p009,Normal,Immune,FN1,4,4,582,3577277.0
p009n2,p009,Normal,Immune,INHBA,0,0,582,3577277.0
p009n2,p009,Normal,Immune,KRT19,578,87,582,3577277.0
p009n2,p009,Normal,Immune,MMP2,0,0,582,3577277.0
p009n2,p009,Normal,Immune,MMP9,4,3,582,3577277.0
p009n2,p009,Normal,Immune,PDPN,0,0,582,3577277.0
p009n2,p009,Normal,Immune,PECAM1,110,85,582,3577277.0
p009n2,p009,Normal,Immune,POSTN,1,1,582,3577277.0
p009n2,p009,Normal,Immune,PTPRC,1599,434,582,3577277.0
p009n2,p009,Normal,Immune,TAGLN,20,19,582,3577277.0
p009n2,p009,Normal,Immune,TGFB1,113,96,582,3577277.0
p009n2,p009,Normal,Immune,THY1,3,3,582,3577277.0
p009n2,p009,Normal,Immune,VWF,0,0,582,3577277.0
p009n2,p009,Normal,Immune,WNT2,0,0,582,3577277.0
p009n2,p009,Normal,Immune,WNT5A,1,1,582,3577277.0
p009n2,p009,Normal,Other_stromal,ACTA2,0,0,3,5010.0
p009n2,p009,Normal,Other_stromal,CLDN1,0,0,3,5010.0
p009n2,p009,Normal,Other_stromal,CLDN2,0,0,3,5010.0
p009n2,p009,Normal,Other_stromal,CLDN4,1,1,3,5010.0
p009n2,p009,Normal,Other_stromal,CLDN7,0,0,3,5010.0
p009n2,p009,Normal,Other_stromal,COL1A1,5,2,3,5010.0
p009n2,p009,Normal,Other_stromal,COL1A2,7,3,3,5010.0
p009n2,p009,Normal,Other_stromal,COL3A1,3,2,3,5010.0
p009n2,p009,Normal,Other_stromal,CXCL12,0,0,3,5010.0
p009n2,p009,Normal,Other_stromal,EPCAM,0,0,3,5010.0
p009n2,p009,Normal,Other_stromal,FAP,0,0,3,5010.0
p009n2,p009,Normal,Other_stromal,FN1,1,1,3,5010.0
p009n2,p009,Normal,Other_stromal,INHBA,0,0,3,5010.0
p009n2,p009,Normal,Other_stromal,KRT19,3,1,3,5010.0
p009n2,p009,Normal,Other_stromal,MMP2,0,0,3,5010.0
p009n2,p009,Normal,Other_stromal,MMP9,0,0,3,5010.0
p009n2,p009,Normal,Other_stromal,PDPN,1,1,3,5010.0
p009n2,p009,Normal,Other_stromal,PECAM1,0,0,3,5010.0
p009n2,p009,Normal,Other_stromal,POSTN,0,0,3,5010.0
p009n2,p009,Normal,Other_stromal,PTPRC,0,0,3,5010.0
p009n2,p009,Normal,Other_stromal,TAGLN,0,0,3,5010.0
p009n2,p009,Normal,Other_stromal,TGFB1,0,0,3,5010.0
p009n2,p009,Normal,Other_stromal,THY1,0,0,3,5010.0
p009n2,p009,Normal,Other_stromal,VWF,0,0,3,5010.0
p009n2,p009,Normal,Other_stromal,WNT2,0,0,3,5010.0
p009n2,p009,Normal,Other_stromal,WNT5A,0,0,3,5010.0
p009n2,p009,Normal,Vascular,ACTA2,45,4,8,21891.0
p009n2,p009,Normal,Vascular,CLDN1,0,0,8,21891.0
p009n2,p009,Normal,Vascular,CLDN2,0,0,8,21891.0
p009n2,p009,Normal,Vascular,CLDN4,0,0,8,21891.0
p009n2,p009,Normal,Vascular,CLDN7,0,0,8,21891.0
p009n2,p009,Normal,Vascular,COL1A1,6,2,8,21891.0
p009n2,p009,Normal,Vascular,COL1A2,16,3,8,21891.0
p009n2,p009,Normal,Vascular,COL3A1,13,3,8,21891.0
p009n2,p009,Normal,Vascular,CXCL12,0,0,8,21891.0
p009n2,p009,Normal,Vascular,EPCAM,0,0,8,21891.0
p009n2,p009,Normal,Vascular,FAP,0,0,8,21891.0
p009n2,p009,Normal,Vascular,FN1,4,1,8,21891.0
p009n2,p009,Normal,Vascular,INHBA,0,0,8,21891.0
p009n2,p009,Normal,Vascular,KRT19,0,0,8,21891.0
p009n2,p009,Normal,Vascular,MMP2,0,0,8,21891.0
p009n2,p009,Normal,Vascular,MMP9,0,0,8,21891.0
p009n2,p009,Normal,Vascular,PDPN,0,0,8,21891.0
p009n2,p009,Normal,Vascular,PECAM1,37,5,8,21891.0
p009n2,p009,Normal,Vascular,POSTN,5,2,8,21891.0
p009n2,p009,Normal,Vascular,PTPRC,0,0,8,21891.0
p009n2,p009,Normal,Vascular,TAGLN,27,2,8,21891.0
p009n2,p009,Normal,Vascular,TGFB1,3,2,8,21891.0
p009n2,p009,Normal,Vascular,THY1,4,2,8,21891.0
p009n2,p009,Normal,Vascular,VWF,21,4,8,21891.0
p009n2,p009,Normal,Vascular,WNT2,0,0,8,21891.0
p009n2,p009,Normal,Vascular,WNT5A,0,0,8,21891.0
p009t1,p009,Tumor,CAF_like,ACTA2,191,6,7,39176.0
p009t1,p009,Tumor,CAF_like,CLDN1,0,0,7,39176.0
p009t1,p009,Tumor,CAF_like,CLDN2,0,0,7,39176.0
p009t1,p009,Tumor,CAF_like,CLDN4,0,0,7,39176.0
p009t1,p009,Tumor,CAF_like,CLDN7,0,0,7,39176.0
p009t1,p009,Tumor,CAF_like,COL1A1,1192,7,7,39176.0
p009t1,p009,Tumor,CAF_like,COL1A2,688,7,7,39176.0
p009t1,p009,Tumor,CAF_like,COL3A1,518,7,7,39176.0
p009t1,p009,Tumor,CAF_like,CXCL12,0,0,7,39176.0
p009t1,p009,Tumor,CAF_like,EPCAM,0,0,7,39176.0
p009t1,p009,Tumor,CAF_like,FAP,4,3,7,39176.0
p009t1,p009,Tumor,CAF_like,FN1,175,7,7,39176.0
p009t1,p009,Tumor,CAF_like,INHBA,0,0,7,39176.0
p009t1,p009,Tumor,CAF_like,KRT19,4,3,7,39176.0
p009t1,p009,Tumor,CAF_like,MMP2,49,4,7,39176.0
p009t1,p009,Tumor,CAF_like,MMP9,2,1,7,39176.0
p009t1,p009,Tumor,CAF_like,PDPN,10,3,7,39176.0
p009t1,p009,Tumor,CAF_like,PECAM1,0,0,7,39176.0
p009t1,p009,Tumor,CAF_like,POSTN,134,5,7,39176.0
p009t1,p009,Tumor,CAF_like,PTPRC,0,0,7,39176.0
p009t1,p009,Tumor,CAF_like,TAGLN,215,5,7,39176.0
p009t1,p009,Tumor,CAF_like,TGFB1,5,2,7,39176.0
p009t1,p009,Tumor,CAF_like,THY1,35,4,7,39176.0
p009t1,p009,Tumor,CAF_like,VWF,0,0,7,39176.0
p009t1,p009,Tumor,CAF_like,WNT2,3,2,7,39176.0
p009t1,p009,Tumor,CAF_like,WNT5A,11,2,7,39176.0
p009t1,p009,Tumor,Epithelial,ACTA2,31,30,2055,12011533.0
p009t1,p009,Tumor,Epithelial,CLDN1,314,212,2055,12011533.0
p009t1,p009,Tumor,Epithelial,CLDN2,273,100,2055,12011533.0
p009t1,p009,Tumor,Epithelial,CLDN4,11489,1783,2055,12011533.0
p009t1,p009,Tumor,Epithelial,CLDN7,385,309,2055,12011533.0
p009t1,p009,Tumor,Epithelial,COL1A1,178,159,2055,12011533.0
p009t1,p009,Tumor,Epithelial,COL1A2,16,16,2055,12011533.0
p009t1,p009,Tumor,Epithelial,COL3A1,18,18,2055,12011533.0
p009t1,p009,Tumor,Epithelial,CXCL12,7,6,2055,12011533.0
p009t1,p009,Tumor,Epithelial,EPCAM,16889,1806,2055,12011533.0
p009t1,p009,Tumor,Epithelial,FAP,2,2,2055,12011533.0
p009t1,p009,Tumor,Epithelial,FN1,2379,228,2055,12011533.0
p009t1,p009,Tumor,Epithelial,INHBA,0,0,2055,12011533.0
p009t1,p009,Tumor,Epithelial,KRT19,35499,1894,2055,12011533.0
p009t1,p009,Tumor,Epithelial,MMP2,8,7,2055,12011533.0
p009t1,p009,Tumor,Epithelial,MMP9,9,7,2055,12011533.0
p009t1,p009,Tumor,Epithelial,PDPN,1,1,2055,12011533.0
p009t1,p009,Tumor,Epithelial,PECAM1,5,5,2055,12011533.0
p009t1,p009,Tumor,Epithelial,POSTN,2,2,2055,12011533.0
p009t1,p009,Tumor,Epithelial,PTPRC,58,44,2055,12011533.0
p009t1,p009,Tumor,Epithelial,TAGLN,226,192,2055,12011533.0
p009t1,p009,Tumor,Epithelial,TGFB1,13,13,2055,12011533.0
p009t1,p009,Tumor,Epithelial,THY1,5,5,2055,12011533.0
p009t1,p009,Tumor,Epithelial,VWF,16,16,2055,12011533.0
p009t1,p009,Tumor,Epithelial,WNT2,0,0,2055,12011533.0
p009t1,p009,Tumor,Epithelial,WNT5A,6,5,2055,12011533.0
p009t1,p009,Tumor,Immune,ACTA2,20,17,785,5118309.0
p009t1,p009,Tumor,Immune,CLDN1,4,3,785,5118309.0
p009t1,p009,Tumor,Immune,CLDN2,0,0,785,5118309.0
p009t1,p009,Tumor,Immune,CLDN4,99,69,785,5118309.0
p009t1,p009,Tumor,Immune,CLDN7,2,2,785,5118309.0
p009t1,p009,Tumor,Immune,COL1A1,5,5,785,5118309.0
p009t1,p009,Tumor,Immune,COL1A2,9,9,785,5118309.0
p009t1,p009,Tumor,Immune,COL3A1,9,7,785,5118309.0
p009t1,p009,Tumor,Immune,CXCL12,3,2,785,5118309.0
p009t1,p009,Tumor,Immune,EPCAM,102,51,785,5118309.0
p009t1,p009,Tumor,Immune,FAP,3,3,785,5118309.0
p009t1,p009,Tumor,Immune,FN1,39,12,785,5118309.0
p009t1,p009,Tumor,Immune,INHBA,0,0,785,5118309.0
p009t1,p009,Tumor,Immune,KRT19,167,90,785,5118309.0
p009t1,p009,Tumor,Immune,MMP2,7,7,785,5118309.0
p009t1,p009,Tumor,Immune,MMP9,73,27,785,5118309.0
p009t1,p009,Tumor,Immune,PDPN,21,8,785,5118309.0
p009t1,p009,Tumor,Immune,PECAM1,454,201,785,5118309.0
p009t1,p009,Tumor,Immune,POSTN,3,3,785,5118309.0
p009t1,p009,Tumor,Immune,PTPRC,2401,602,785,5118309.0
p009t1,p009,Tumor,Immune,TAGLN,32,32,785,5118309.0
p009t1,p009,Tumor,Immune,TGFB1,225,177,785,5118309.0
p009t1,p009,Tumor,Immune,THY1,2,2,785,5118309.0
p009t1,p009,Tumor,Immune,VWF,5,5,785,5118309.0
p009t1,p009,Tumor,Immune,WNT2,0,0,785,5118309.0
p009t1,p009,Tumor,Immune,WNT5A,40,25,785,5118309.0
p009t1,p009,Tumor,Vascular,ACTA2,253,10,42,252352.0
p009t1,p009,Tumor,Vascular,CLDN1,0,0,42,252352.0
p009t1,p009,Tumor,Vascular,CLDN2,0,0,42,252352.0
p009t1,p009,Tumor,Vascular,CLDN4,14,6,42,252352.0
p009t1,p009,Tumor,Vascular,CLDN7,0,0,42,252352.0
p009t1,p009,Tumor,Vascular,COL1A1,1238,9,42,252352.0
p009t1,p009,Tumor,Vascular,COL1A2,816,8,42,252352.0
p009t1,p009,Tumor,Vascular,COL3A1,442,8,42,252352.0
p009t1,p009,Tumor,Vascular,CXCL12,43,11,42,252352.0
p009t1,p009,Tumor,Vascular,EPCAM,12,6,42,252352.0
p009t1,p009,Tumor,Vascular,FAP,19,13,42,252352.0
p009t1,p009,Tumor,Vascular,FN1,719,25,42,252352.0
p009t1,p009,Tumor,Vascular,INHBA,0,0,42,252352.0
p009t1,p009,Tumor,Vascular,KRT19,16,6,42,252352.0
p009t1,p009,Tumor,Vascular,MMP2,70,21,42,252352.0
p009t1,p009,Tumor,Vascular,MMP9,1,1,42,252352.0
p009t1,p009,Tumor,Vascular,PDPN,0,0,42,252352.0
p009t1,p009,Tumor,Vascular,PECAM1,385,31,42,252352.0
p009t1,p009,Tumor,Vascular,POSTN,106,5,42,252352.0
p009t1,p009,Tumor,Vascular,PTPRC,2,2,42,252352.0
p009t1,p009,Tumor,Vascular,TAGLN,314,12,42,252352.0
p009t1,p009,Tumor,Vascular,TGFB1,21,13,42,252352.0
p009t1,p009,Tumor,Vascular,THY1,268,22,42,252352.0
p009t1,p009,Tumor,Vascular,VWF,476,32,42,252352.0
p009t1,p009,Tumor,Vascular,WNT2,0,0,42,252352.0
p009t1,p009,Tumor,Vascular,WNT5A,5,3,42,252352.0
p009t2,p009,Tumor,CAF_like,ACTA2,326,15,20,138082.0
p009t2,p009,Tumor,CAF_like,CLDN1,0,0,20,138082.0
p009t2,p009,Tumor,CAF_like,CLDN2,0,0,20,138082.0
p009t2,p009,Tumor,CAF_like,CLDN4,4,3,20,138082.0
p009t2,p009,Tumor,CAF_like,CLDN7,0,0,20,138082.0
p009t2,p009,Tumor,CAF_like,COL1A1,2179,18,20,138082.0
p009t2,p009,Tumor,CAF_like,COL1A2,1830,19,20,138082.0
p009t2,p009,Tumor,CAF_like,COL3A1,1876,20,20,138082.0
p009t2,p009,Tumor,CAF_like,CXCL12,2,1,20,138082.0
p009t2,p009,Tumor,CAF_like,EPCAM,3,2,20,138082.0
p009t2,p009,Tumor,CAF_like,FAP,31,12,20,138082.0
p009t2,p009,Tumor,CAF_like,FN1,658,19,20,138082.0
p009t2,p009,Tumor,CAF_like,INHBA,0,0,20,138082.0
p009t2,p009,Tumor,CAF_like,KRT19,17,3,20,138082.0
p009t2,p009,Tumor,CAF_like,MMP2,105,15,20,138082.0
p009t2,p009,Tumor,CAF_like,MMP9,0,0,20,138082.0
p009t2,p009,Tumor,CAF_like,PDPN,32,9,20,138082.0
p009t2,p009,Tumor,CAF_like,PECAM1,0,0,20,138082.0
p009t2,p009,Tumor,CAF_like,POSTN,443,13,20,138082.0
p009t2,p009,Tumor,CAF_like,PTPRC,0,0,20,138082.0
p009t2,p009,Tumor,CAF_like,TAGLN,888,15,20,138082.0
p009t2,p009,Tumor,CAF_like,TGFB1,14,8,20,138082.0
p009t2,p009,Tumor,CAF_like,THY1,140,13,20,138082.0
p009t2,p009,Tumor,CAF_like,VWF,0,0,20,138082.0
p009t2,p009,Tumor,CAF_like,WNT2,3,1,20,138082.0
